prime_award_report_id,prime_award_piid,prime_award_idvpiid,prime_award_federal_award_id,type_of_spending,prime_award_date_submitted,prime_award_report_month,prime_award_report_year,prime_award_report_type,prime_award_principal_place_street,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_district,prime_award_principal_place_country,prime_awardee_parent_duns,prime_awardee_parent_contractor_name,prime_award_contracting_agency_id,prime_award_contracting_agency_name,prime_award_contracting_office_id,prime_award_contracting_office_name,prime_award_funding_agency_id,prime_award_funding_agency_name,prime_award_funding_office_id,prime_award_funding_office_name,prime_award_program_source_agency,prime_award_program_source_account,prime_award_program_source_subaccount,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,prime_award_principal_naics_code,prime_award_principal_naics_desc,prime_award_cfda_program_number_title_codes,prime_award_amount,prime_award_date_signed,prime_award_project_description,prime_award_transaction_type,prime_award_program_title,prime_awardee_recovery_model_q1,prime_awardee_recovery_model_q2,prime_award_fiscal_year,prime_award_contracting_major_agency_id,prime_award_contracting_major_agency_name,prime_award_funding_major_agency_id,prime_award_funding_major_agency_name,prime_award_agencyid,prime_award_idvagencyid,subawardee_dunsnumber,subawardee_name,subawardee_dba_name,subawardee_street,subawardee_city,subawardee_state,653491561,subawardee_congressionaldistrict,subawardee_countrycode,subaward_principal_place_street,subaward_principal_place_city,subaward_principal_place_state,subaward_principal_place_zip,subaward_principal_place_district,subaward_principal_place_country,subawardee_parent_duns,subawardee_parent_contractor_name,subaward_amount,subaward_date,subaward_principal_naics_code,subaward_principal_naics_desc,subaward_funding_office_id,subaward_funding_office_name,subaward_federal_agency_id,subaward_federal_agency_name,subaward_major_agency_id,subaward_major_agency_name,subaward_number,subaward_project_description,subawardee_recovery_model_q1,subawardee_recovery_model_q2,subaward_report_month,subaward_report_year,subaward_fiscal_year,subawardee_executive1,subawardee_executive1_compensation,subawardee_executive2,subawardee_executive2_compensation,subawardee_executive3,subawardee_executive3_compensation,subawardee_executive4,subawardee_executive4_compensation,subawardee_name,subawardee_executive5_compensation,subawardee_business_types,subaward_cfda_program_number_title_codes
{86067B16-36E9-CD64-FC5D-FE832E9504EE},,,340005116L20R31,"sg",01/06/2016,"10","2015","","","CAPE MAY","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",437073,10/10/2013,"ROUTE 50 TUCKAHOE RIVER BRIDGE","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,074103508,"JACOBS ENGINEERING GROUP INC.","","155 N LAKE AVE","PASADENA","CA",911011848,"29",USA,"","PASADENA","CA",911011848,29,USA,074103508,"",185.08,10/01/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0510511,"RT 50 TUCKAHOE RIVER BRIDGE","","",10,2015,2016,"",,"",,"",,"",,"JACOBS ENGINEERING GROUP INC.",,"","20.205"
{DBB070AD-8C94-33E4-8626-FBC7AEF031A9},,,340013121M00111,"sg",01/06/2016,"10","2015","","","ATLANTIC","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",974421,04/16/2014,"ROUTE 206 over CLARKS CREEK and SLEEPERS BROOK","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",26531.19,10/20/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0118503,"RT. 206 OVER CLARKS CREEK","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{22D7353F-D822-971A-2A04-1C722A30558C},,,340016166M00132,"sg",01/06/2016,"10","2015","","","CAMDEN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",837235,09/11/2014,"ROUTE 30 EVESHAM ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",57105.76,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0403511,"ROUTE 30 AND EVESHAM ROAD","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{75AB6DC3-EB3F-009F-04D7-ECAC4F1284CE},,,340016168M00130,"sg",01/06/2016,"10","2015","","","CAMDEN                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",5720266,09/04/2014,"ROUTE 30 BLUE ANCHOR DAM","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,038753088,"JPC GROUP, INC.","","1309 HARMONY ST","PHILADELPHIA","PA",191463211,"02",USA,"","PHILADELPHIA","PA",191485504,01,USA,038753088,"",314515.6,10/13/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0401514,"ROUTE 30 BLUE ANCHOR DAM","","",10,2015,2016,"",,"",,"",,"",,"JPC GROUP, INC.",,"","20.205"
{D4217B54-F6AE-BB51-216E-20E6F2F71524},,,340019125M00131,"sg",01/06/2016,"10","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",1743890,09/18/2014,"ROUTE 72 MANAHAWKIN BAY BRIDGES Contract 5 PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,059946819,"STV INCORPORATED","S T V","205 W WELSH DR","Douglassville","PA",195188713,"06",USA,"","DOUGLASSVILLE","PA",195188713,06,USA,044520146,"",22703.54,10/01/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1513519,"RT 72 MBB CONT 5 ENV MITIGATIO","","",10,2015,2016,"",,"",,"",,"",,"STV INCORPORATED",,"","20.205"
{20005549-4836-6670-A96E-712A6D41F952},,,340019129M00131,"sg",01/06/2016,"10","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",1589643,09/23/2014,"ROUTE 72 MANAHAWKIN BAY BRIDGES CONTRACT 3 PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,074103508,"JACOBS ENGINEERING GROUP INC.","","155 N LAKE AVE","PASADENA","CA",911011848,"29",USA,"","PASADENA","CA",911011848,29,USA,074103508,"",36134.15,10/01/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1513520,"RT 72 MAN BAY BRIDGES CONT 3","","",10,2015,2016,"",,"",,"",,"",,"JACOBS ENGINEERING GROUP INC.",,"","20.205"
{20005549-4836-6670-A96E-712A6D41F952},,,340019129M00131,"sg",01/06/2016,"10","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",1589643,09/23/2014,"ROUTE 72 MANAHAWKIN BAY BRIDGES CONTRACT 3 PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,003791852,"SCHIAVONE CONSTRUCTION CO. LLC","","150 MEADOWLANDS PKWY 3RD FL","SECAUCUS","NJ",070942304,"09",USA,"","SECAUCUS","NJ",070942304,09,USA,463691526,"",2932.87,10/05/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1513520,"RT 72 MAN BAY BRIDGES CONT 3","","",10,2015,2016,"Joseph M LoCurto",774000.00,"Anthony  Del Vescovo",439584.00,"Mary  Libassi",391338.00,"Massimo E Viti",367678.00,"SCHIAVONE CONSTRUCTION CO. LLC",360816.00,"","20.205"
{11E0D0C6-26EF-4E3A-3D63-0BA8511B6B0C},,,340019129M00132,"sg",01/06/2016,"10","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",961667,09/23/2014,"ROUTE 72 MANAHAWKIN BAY BRIDGES CONTRACT 3 PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",78462.11,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1513520,"RT 72 MAN BAY BRIDGES CONT 3","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{3BEF7DEC-73B2-4BE2-4BA0-EC5331A558F6},,,340022108M00132,"sg",01/06/2016,"10","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",764442,09/04/2014,"ROUTE 37 EB OVER MATHIS BRIDGE PODI FINANCE","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",32439.67,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1508510,"RT 37 EB MATHIS BRIDGE OVER BA","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{E5B76B45-2C89-0D15-3F70-160DA5256B27},,,340027112M00111,"sg",01/06/2016,"10","2015","","","MONMOUTH","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",362647,08/18/2014,"ROUTE 34 over FORMER FREEHOLD and JAMESBURG RAILROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,045793460,"DEWBERRY ENGINEERS INC","Dewberry","200 BROADACRES DR STE 410","BLOOMFIELD","NJ",070033154,"08",USA,"","BLOOMFIELD","NJ",070033154,08,USA,621316814,"",67712.62,10/13/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1307508,"RT 34 OVER FORMER FREEHOLD & J","","",10,2015,2016,"",,"",,"",,"",,"DEWBERRY ENGINEERS INC",,"","20.205"
{1142A6E3-9393-B6BC-CF3A-D2174FA218DD},,,340029171LZ2E30,"sg",01/06/2016,"10","2015","","","MIDDLESEX","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",13907873,09/23/2014,"ROUTE 18 BRIDGE over ROUTE 1","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,011421609,"ANSELMI & DECICCO, INC.","","1977 SPRINGFIELD AVENUE","MAPLEWOOD","NJ",070403435,"10",USA,"","MAPLEWOOD","NJ",070403435,10,USA,011421609,"",2730683.23,10/22/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1212524,"RT. 18 BRIDGE OVER RT. 1","","",10,2015,2016,"",,"",,"",,"",,"ANSELMI & DECICCO, INC.",,"","20.205"
{6A4A2715-71FF-5A9A-712F-A5535E892BF3},,,340040190M00132,"sg",01/06/2016,"10","2015","","","SOMERSET","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",772334,09/08/2014,"ROUTE 22 from MIDDLE BROOK to WESTFIELD ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",49246.82,10/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1803546,"RT 22,MIDDLEBROOK TO WESTFIELD","","",10,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{BC0F4DA6-A856-A637-C25B-0FA3D68A8BA9},,,340055150M00131,"sg",01/06/2016,"10","2015","","","BERGEN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",695750,08/22/2014,"ROUTE 17 AIRMOUNT AVENUE to I-287","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,556149768,"Della Pello Paving Co","","692 US HIGHWAY 206","Andover","NJ",078215034,"05",USA,"","UNION","NJ",070838110,07,USA,,"",7758.2,10/27/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0217509,"RT 17 AIRMOUNT AVE TO I-287","","",10,2015,2016,"",,"",,"",,"",,"Della Pello Paving Co",,"","20.205"
